ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Good_Investment,Property_Age
38304,Kerala,Kochi,Locality_28,Apartment,2,4171,454.27,10891.153200671302,Semi-furnished,1,18,1,9,High,No,No,"Gym, Garden, Playground, Pool",East,Owner,Ready_to_Move,0,15
82411,Madhya Pradesh,Bhopal,Locality_357,Villa,5,4656,29.32,629.7250859106529,Unfurnished,6,8,6,5,High,Yes,No,"Clubhouse, Gym",West,Owner,Under_Construction,1,15
29884,Rajasthan,Jaipur,Locality_488,Independent House,3,3233,212.75,6580.575317042994,Unfurnished,20,11,3,10,Medium,Yes,Yes,"Pool, Garden, Playground",North,Broker,Under_Construction,1,33
138884,Uttar Pradesh,Noida,Locality_205,Apartment,2,4002,214.06,5348.825587206396,Furnished,5,28,6,4,Low,Yes,No,Playground,East,Broker,Ready_to_Move,1,21
156577,Madhya Pradesh,Indore,Locality_101,Independent House,4,4132,403.37,9762.100677637947,Unfurnished,26,3,5,3,Low,Yes,No,"Playground, Garden, Gym, Pool, Clubhouse",East,Owner,Under_Construction,0,14
29506,Gujarat,Surat,Locality_41,Villa,1,4747,310.41,6539.077311986519,Unfurnished,0,5,1,10,Medium,Yes,No,Clubhouse,North,Broker,Under_Construction,1,11
147876,West Bengal,Kolkata,Locality_397,Villa,2,2877,494.28,17180.396246089676,Furnished,12,3,10,7,High,No,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Builder,Under_Construction,0,6
13679,Uttar Pradesh,Noida,Locality_272,Apartment,4,3847,451.62,11739.537301793605,Semi-furnished,22,30,3,8,Low,No,No,"Clubhouse, Garden, Playground, Pool, Gym",North,Builder,Under_Construction,0,16
3271,Madhya Pradesh,Indore,Locality_204,Villa,5,2916,133.31,4571.673525377229,Unfurnished,7,25,5,5,High,Yes,No,Garden,North,Owner,Under_Construction,1,13
166921,Haryana,Gurgaon,Locality_446,Apartment,4,2115,421.41,19924.822695035462,Semi-furnished,15,3,3,1,High,Yes,Yes,"Garden, Gym, Pool, Clubhouse",West,Owner,Ready_to_Move,0,28
224748,Maharashtra,Nagpur,Locality_190,Independent House,4,4343,436.18,10043.288049735205,Unfurnished,6,2,4,6,High,Yes,No,"Playground, Clubhouse, Pool, Garden, Gym",North,Owner,Ready_to_Move,1,26
101476,Telangana,Warangal,Locality_156,Villa,2,4510,422.21,9361.640798226164,Unfurnished,18,30,3,9,High,Yes,No,"Gym, Garden, Pool, Clubhouse",East,Builder,Under_Construction,1,35
170511,Uttarakhand,Dehradun,Locality_452,Independent House,1,3871,362.33,9360.113665719453,Unfurnished,26,24,9,1,Low,Yes,No,"Clubhouse, Pool, Gym",South,Builder,Under_Construction,1,24
4875,West Bengal,Durgapur,Locality_180,Independent House,3,889,262.98,29581.552305961755,Furnished,14,28,2,1,Medium,Yes,Yes,Pool,North,Owner,Under_Construction,0,34
172800,West Bengal,Kolkata,Locality_151,Apartment,3,3496,359.35,10278.890160183066,Unfurnished,11,8,3,6,Low,No,Yes,"Clubhouse, Pool, Playground, Gym, Garden",South,Builder,Ready_to_Move,0,18
166675,Kerala,Trivandrum,Locality_196,Villa,5,4506,391.23,8682.423435419441,Furnished,28,20,10,7,High,Yes,Yes,"Playground, Garden, Pool",North,Broker,Ready_to_Move,1,25
32919,Andhra Pradesh,Vishakhapatnam,Locality_237,Villa,3,1677,104.88,6254.025044722719,Unfurnished,7,20,7,9,Medium,No,Yes,"Clubhouse, Playground, Pool, Garden",South,Broker,Under_Construction,1,11
230046,Uttarakhand,Haridwar,Locality_416,Apartment,1,2099,209.09,9961.41019533111,Semi-furnished,9,18,10,10,Medium,Yes,Yes,"Clubhouse, Garden, Gym, Playground",West,Builder,Under_Construction,0,31
180996,Kerala,Kochi,Locality_238,Independent House,5,4228,277.6,6565.752128666037,Furnished,8,27,4,8,Medium,No,Yes,"Playground, Gym",South,Builder,Under_Construction,1,27
50863,Odisha,Bhubaneswar,Locality_132,Apartment,4,2792,139.45,4994.627507163323,Unfurnished,25,6,2,9,Medium,Yes,No,"Playground, Garden, Clubhouse",East,Broker,Under_Construction,1,20
61130,Uttarakhand,Dehradun,Locality_131,Apartment,3,4507,24.6,545.8176170401598,Unfurnished,26,15,8,1,Medium,No,Yes,"Pool, Playground, Gym, Clubhouse",East,Broker,Ready_to_Move,1,11
16999,Uttarakhand,Dehradun,Locality_287,Villa,2,4756,39.95,839.9915895710682,Unfurnished,30,12,7,5,Low,Yes,Yes,"Pool, Playground",North,Owner,Ready_to_Move,1,15
115131,Madhya Pradesh,Bhopal,Locality_413,Villa,1,3086,273.54,8863.901490602722,Unfurnished,4,13,10,6,Medium,No,No,"Clubhouse, Playground, Gym, Pool, Garden",North,Broker,Ready_to_Move,1,23
125631,Madhya Pradesh,Bhopal,Locality_492,Independent House,2,2288,36.26,1584.7902097902097,Unfurnished,2,13,4,7,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse",East,Owner,Ready_to_Move,1,3
180501,Telangana,Warangal,Locality_419,Apartment,1,2283,406.44,17802.89093298292,Furnished,10,22,4,1,Low,Yes,Yes,Gym,East,Builder,Under_Construction,0,22
44410,Haryana,Gurgaon,Locality_378,Villa,2,4022,144.93,3603.4311287916457,Unfurnished,17,16,10,10,High,Yes,Yes,"Garden, Clubhouse",East,Builder,Ready_to_Move,1,4
168201,Uttarakhand,Dehradun,Locality_338,Independent House,2,2226,429.99,19316.711590296494,Furnished,6,18,6,10,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Playground",South,Owner,Ready_to_Move,0,4
175461,Maharashtra,Nagpur,Locality_309,Villa,3,3330,97.64,2932.132132132132,Unfurnished,0,7,2,4,High,No,No,"Clubhouse, Playground",East,Builder,Ready_to_Move,1,34
195007,Andhra Pradesh,Vijayawada,Locality_290,Villa,5,4773,197.35,4134.716111460298,Furnished,4,23,7,7,High,No,No,"Pool, Garden, Clubhouse",North,Broker,Under_Construction,1,4
1661,Rajasthan,Jaipur,Locality_397,Independent House,3,4620,273.0,5909.090909090909,Semi-furnished,29,17,2,1,Medium,Yes,Yes,Playground,West,Owner,Under_Construction,1,30
83586,Odisha,Cuttack,Locality_22,Apartment,1,955,216.3,22649.214659685866,Semi-furnished,10,21,6,1,Low,No,No,Gym,East,Broker,Under_Construction,0,14
165421,Jharkhand,Ranchi,Locality_142,Apartment,2,4381,317.64,7250.399452179868,Furnished,14,26,3,4,Low,No,No,"Clubhouse, Playground, Garden, Gym, Pool",West,Owner,Under_Construction,1,16
39118,Haryana,Gurgaon,Locality_169,Independent House,3,4674,196.86,4211.810012836971,Furnished,11,1,1,10,Low,Yes,No,Garden,South,Broker,Ready_to_Move,1,30
9564,Delhi,Dwarka,Locality_8,Villa,1,3025,225.49,7454.214876033057,Unfurnished,30,29,8,4,Medium,No,Yes,"Clubhouse, Pool, Gym, Garden, Playground",East,Broker,Ready_to_Move,1,4
9731,Telangana,Hyderabad,Locality_420,Apartment,3,2148,349.18,16256.052141527001,Unfurnished,5,24,7,8,High,Yes,Yes,"Playground, Pool, Gym",South,Builder,Ready_to_Move,0,33
95455,Bihar,Gaya,Locality_88,Villa,3,2076,95.9,4619.4605009633915,Furnished,4,8,1,5,Low,Yes,No,"Gym, Pool",East,Broker,Under_Construction,1,25
147513,Andhra Pradesh,Vijayawada,Locality_59,Independent House,2,798,12.94,1621.5538847117793,Furnished,15,11,6,5,Low,Yes,Yes,"Playground, Pool, Clubhouse, Garden, Gym",West,Builder,Under_Construction,1,33
32227,Bihar,Gaya,Locality_267,Villa,4,2230,478.95,21477.578475336322,Semi-furnished,11,20,9,2,Low,Yes,No,Gym,East,Builder,Ready_to_Move,0,12
18392,Gujarat,Surat,Locality_316,Villa,5,1999,446.3,22326.16308154077,Furnished,19,12,7,8,Medium,Yes,No,Pool,South,Builder,Ready_to_Move,0,26
191797,Punjab,Amritsar,Locality_442,Independent House,5,2202,443.32,20132.606721162578,Unfurnished,5,2,3,4,High,No,Yes,"Garden, Gym, Clubhouse, Playground, Pool",East,Owner,Under_Construction,0,16
210801,Tamil Nadu,Coimbatore,Locality_74,Villa,1,3234,421.82,13043.290043290044,Semi-furnished,17,29,1,2,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool, Gym",West,Builder,Under_Construction,0,14
42341,Delhi,Dwarka,Locality_374,Villa,2,2742,72.89,2658.2786287381473,Furnished,0,7,8,2,Medium,No,Yes,"Playground, Garden, Clubhouse",West,Owner,Under_Construction,1,6
146530,Punjab,Amritsar,Locality_170,Apartment,5,2946,161.75,5490.495587236931,Unfurnished,19,30,6,5,Low,No,No,Gym,East,Broker,Under_Construction,1,21
86627,Assam,Silchar,Locality_212,Villa,4,1794,211.72,11801.560758082498,Semi-furnished,19,22,5,1,Medium,No,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Builder,Ready_to_Move,0,22
148276,Uttarakhand,Haridwar,Locality_474,Apartment,4,2188,442.17,20208.866544789762,Unfurnished,13,13,8,10,Medium,Yes,No,Pool,East,Builder,Under_Construction,0,30
189673,Uttarakhand,Dehradun,Locality_32,Villa,3,4169,495.03,11874.070520508516,Unfurnished,21,20,6,5,High,Yes,No,"Pool, Gym, Playground",East,Builder,Under_Construction,0,17
162670,Kerala,Trivandrum,Locality_215,Villa,2,2600,443.74,17066.923076923078,Unfurnished,25,14,7,5,Medium,Yes,No,Gym,South,Owner,Ready_to_Move,0,32
237394,Tamil Nadu,Coimbatore,Locality_5,Apartment,4,4601,235.39,5116.061725711802,Unfurnished,3,25,10,5,Medium,Yes,No,"Clubhouse, Garden, Playground, Pool",East,Owner,Ready_to_Move,1,8
242100,Punjab,Amritsar,Locality_132,Villa,1,2039,366.72,17985.286905345758,Furnished,16,24,7,5,Medium,No,Yes,"Clubhouse, Playground, Gym, Pool",West,Owner,Under_Construction,0,35
208181,Chhattisgarh,Bilaspur,Locality_481,Villa,1,1884,108.59,5763.80042462845,Semi-furnished,22,17,3,5,Low,No,Yes,"Garden, Gym, Pool",West,Owner,Ready_to_Move,1,24
193204,Chhattisgarh,Bilaspur,Locality_119,Villa,4,3859,472.32,12239.44026949987,Furnished,26,12,7,10,High,Yes,No,"Pool, Gym, Playground",East,Owner,Under_Construction,0,31
58674,Madhya Pradesh,Bhopal,Locality_47,Apartment,5,3263,469.63,14392.583512105424,Unfurnished,9,24,5,1,Low,No,Yes,"Pool, Gym, Playground, Garden",East,Broker,Under_Construction,0,16
180376,Assam,Silchar,Locality_407,Apartment,5,1630,343.84,21094.478527607364,Unfurnished,1,12,6,1,Medium,No,No,"Garden, Pool, Playground, Clubhouse, Gym",North,Builder,Ready_to_Move,0,34
57575,Telangana,Warangal,Locality_224,Independent House,5,4275,453.07,10598.12865497076,Semi-furnished,22,28,5,4,Medium,Yes,Yes,"Playground, Garden",West,Owner,Ready_to_Move,0,14
46420,Jharkhand,Jamshedpur,Locality_274,Independent House,4,1418,365.36,25765.86741889986,Unfurnished,13,6,2,6,High,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",North,Broker,Ready_to_Move,0,22
239350,Delhi,New Delhi,Locality_284,Apartment,1,2112,475.35,22507.102272727272,Furnished,26,11,10,8,High,No,No,"Pool, Garden, Gym, Playground",North,Broker,Ready_to_Move,0,14
211085,Delhi,New Delhi,Locality_67,Independent House,1,4592,26.86,584.9303135888501,Semi-furnished,13,4,10,8,Low,No,No,"Gym, Playground",North,Broker,Under_Construction,1,12
41710,Madhya Pradesh,Bhopal,Locality_306,Independent House,1,1311,345.26,26335.621662852784,Furnished,9,27,7,9,Low,Yes,No,"Gym, Garden, Pool, Clubhouse",North,Broker,Ready_to_Move,0,30
133116,Telangana,Warangal,Locality_48,Independent House,5,1444,83.06,5752.07756232687,Semi-furnished,26,21,4,2,High,No,No,"Playground, Pool, Gym, Garden",West,Owner,Ready_to_Move,1,9
188272,Delhi,Dwarka,Locality_17,Apartment,5,3673,490.21,13346.310917506125,Furnished,29,1,7,9,High,Yes,Yes,"Gym, Clubhouse, Garden, Pool",West,Broker,Under_Construction,0,17
117073,Kerala,Trivandrum,Locality_370,Independent House,2,2954,229.79,7778.943805010155,Furnished,14,21,2,5,High,No,No,Pool,South,Broker,Ready_to_Move,1,15
195995,Andhra Pradesh,Vijayawada,Locality_26,Independent House,1,1583,82.92,5238.155401137082,Unfurnished,0,13,2,5,Medium,No,Yes,"Clubhouse, Gym, Playground, Pool, Garden",West,Builder,Under_Construction,1,3
82899,Uttar Pradesh,Lucknow,Locality_355,Independent House,2,3557,166.94,4693.280854652798,Unfurnished,0,7,8,6,Medium,No,Yes,"Garden, Playground, Gym, Clubhouse, Pool",North,Builder,Under_Construction,1,12
130046,Odisha,Bhubaneswar,Locality_290,Independent House,2,1261,109.41,8676.44726407613,Unfurnished,17,11,10,6,Medium,No,Yes,"Playground, Gym",South,Broker,Under_Construction,1,33
56831,Madhya Pradesh,Bhopal,Locality_2,Independent House,5,3168,224.08,7073.232323232323,Semi-furnished,8,22,7,3,Medium,No,Yes,"Playground, Clubhouse, Garden, Pool",East,Owner,Ready_to_Move,1,25
247913,Uttar Pradesh,Noida,Locality_157,Apartment,2,2366,387.85,16392.64581572274,Unfurnished,2,27,8,1,Low,Yes,Yes,"Garden, Pool, Gym",South,Owner,Ready_to_Move,0,17
109645,Telangana,Hyderabad,Locality_286,Independent House,2,2406,56.21,2336.242726517041,Semi-furnished,26,14,1,6,Medium,No,No,"Gym, Garden, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move,1,20
27038,Assam,Silchar,Locality_401,Apartment,1,4499,194.04,4312.958435207824,Unfurnished,13,18,10,8,High,Yes,No,"Clubhouse, Playground, Pool, Gym",South,Owner,Under_Construction,1,15
148213,Kerala,Trivandrum,Locality_265,Independent House,3,4724,254.86,5395.004233700254,Semi-furnished,2,30,10,5,High,No,No,Gym,South,Owner,Ready_to_Move,1,5
120418,Uttar Pradesh,Noida,Locality_111,Apartment,1,984,164.84,16752.032520325203,Semi-furnished,8,17,10,2,Low,No,No,"Playground, Gym",North,Builder,Ready_to_Move,0,8
241784,Maharashtra,Nagpur,Locality_183,Independent House,4,2031,154.8,7621.861152141803,Unfurnished,11,22,8,4,High,Yes,No,"Gym, Garden",East,Owner,Ready_to_Move,1,22
138290,Rajasthan,Jaipur,Locality_408,Independent House,2,4702,162.32,3452.1480221182474,Unfurnished,6,24,9,6,High,No,No,Garden,South,Owner,Ready_to_Move,1,17
45209,Jharkhand,Jamshedpur,Locality_89,Villa,3,3494,135.3,3872.3526044647974,Unfurnished,12,16,5,10,Low,No,Yes,"Pool, Playground, Garden",South,Builder,Ready_to_Move,1,31
97029,Andhra Pradesh,Vijayawada,Locality_278,Apartment,5,3972,354.06,8913.897280966767,Furnished,29,15,8,2,Medium,No,Yes,"Clubhouse, Playground, Gym, Pool",North,Owner,Under_Construction,1,15
229919,Gujarat,Surat,Locality_427,Villa,2,2867,377.19,13156.26089989536,Unfurnished,8,7,6,8,Low,No,Yes,"Playground, Pool, Gym",South,Broker,Ready_to_Move,0,5
76623,Gujarat,Surat,Locality_338,Apartment,4,2551,377.19,14785.966287730302,Unfurnished,17,13,10,1,High,Yes,Yes,"Garden, Playground",North,Owner,Ready_to_Move,0,27
121354,Punjab,Ludhiana,Locality_39,Villa,1,3761,22.88,608.3488433927147,Unfurnished,1,6,3,10,Medium,No,No,"Garden, Playground, Pool, Clubhouse, Gym",East,Broker,Under_Construction,1,32
228323,Karnataka,Mangalore,Locality_41,Independent House,1,3957,362.2,9153.399039676522,Unfurnished,7,12,2,3,Low,Yes,Yes,Playground,West,Builder,Ready_to_Move,1,29
86815,Haryana,Gurgaon,Locality_397,Villa,2,4813,109.42,2273.426137544151,Unfurnished,30,3,4,8,High,No,Yes,Gym,North,Owner,Under_Construction,1,15
166959,Assam,Silchar,Locality_215,Independent House,1,1414,323.54,22881.188118811882,Semi-furnished,9,13,4,6,Medium,Yes,No,"Clubhouse, Playground, Gym",South,Owner,Ready_to_Move,0,12
153697,Rajasthan,Jaipur,Locality_284,Independent House,5,1703,273.7,16071.638285378744,Unfurnished,6,30,4,3,High,No,No,Pool,North,Builder,Under_Construction,0,28
28201,Haryana,Faridabad,Locality_103,Apartment,2,2696,246.13,9129.451038575668,Furnished,19,21,5,1,High,Yes,No,"Playground, Pool, Clubhouse",South,Broker,Under_Construction,1,26
12927,Madhya Pradesh,Indore,Locality_430,Apartment,5,1351,394.22,29179.866765358995,Furnished,13,27,2,4,Low,Yes,No,"Pool, Gym",East,Owner,Under_Construction,0,22
43782,Uttar Pradesh,Lucknow,Locality_402,Independent House,3,2495,369.15,14795.59118236473,Furnished,19,19,5,7,Medium,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",North,Builder,Ready_to_Move,0,19
191873,Gujarat,Surat,Locality_71,Independent House,4,4052,231.53,5713.968410661402,Furnished,16,17,5,1,Medium,No,No,"Clubhouse, Gym, Garden, Pool, Playground",North,Broker,Ready_to_Move,1,11
25061,Karnataka,Bangalore,Locality_353,Independent House,2,1282,43.49,3392.355694227769,Furnished,3,4,9,7,Medium,No,Yes,"Clubhouse, Pool, Garden",East,Builder,Under_Construction,1,34
64959,Bihar,Patna,Locality_171,Independent House,3,2094,379.4,18118.433619866286,Unfurnished,25,4,9,4,High,No,Yes,Gym,South,Owner,Under_Construction,0,24
199210,Telangana,Warangal,Locality_443,Villa,5,3419,374.98,10967.53436677391,Semi-furnished,18,13,6,10,Low,Yes,Yes,"Playground, Garden",North,Owner,Ready_to_Move,0,7
212230,Karnataka,Mysore,Locality_248,Independent House,4,4011,331.05,8253.55272999252,Semi-furnished,24,29,5,10,Low,Yes,No,"Pool, Garden, Gym, Clubhouse, Playground",North,Owner,Under_Construction,1,27
65495,Bihar,Patna,Locality_398,Independent House,1,2629,301.87,11482.312666413085,Furnished,17,20,3,7,High,No,Yes,Pool,East,Owner,Under_Construction,0,29
26859,Haryana,Gurgaon,Locality_178,Villa,3,1228,173.65,14140.87947882736,Unfurnished,8,30,4,6,Medium,Yes,No,"Garden, Playground, Gym",North,Broker,Under_Construction,0,13
118170,Haryana,Gurgaon,Locality_301,Apartment,4,2603,69.84,2683.0580099884746,Furnished,1,7,2,6,Medium,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",South,Owner,Under_Construction,1,31
32313,West Bengal,Kolkata,Locality_157,Independent House,3,4212,137.77,3270.8926875593547,Unfurnished,15,12,4,4,Medium,Yes,No,Garden,East,Owner,Under_Construction,1,15
208575,Delhi,New Delhi,Locality_490,Independent House,1,3734,130.55,3496.2506695233,Furnished,22,17,7,7,High,Yes,No,"Pool, Gym",East,Builder,Ready_to_Move,1,16
5284,Haryana,Faridabad,Locality_211,Apartment,5,3477,256.4,7374.173137762437,Furnished,12,8,7,8,High,No,No,"Gym, Playground, Clubhouse, Pool, Garden",West,Owner,Under_Construction,1,30
23529,Bihar,Patna,Locality_189,Villa,5,3241,286.16,8829.373650107993,Unfurnished,28,9,3,1,Medium,No,No,"Pool, Gym, Garden",East,Broker,Ready_to_Move,1,31
169004,Kerala,Kochi,Locality_423,Villa,5,3739,280.98,7514.843541053758,Furnished,6,13,1,7,Medium,No,Yes,"Garden, Pool",West,Builder,Under_Construction,1,12
160594,Gujarat,Surat,Locality_233,Apartment,2,4667,367.53,7875.0803514034715,Semi-furnished,2,7,5,8,Low,Yes,No,"Clubhouse, Playground, Pool, Garden",North,Builder,Ready_to_Move,1,8
175450,Uttarakhand,Dehradun,Locality_96,Apartment,4,3385,293.26,8663.515509601182,Furnished,13,16,6,9,Medium,Yes,No,"Pool, Garden",South,Builder,Under_Construction,1,8
95471,West Bengal,Durgapur,Locality_204,Apartment,1,1684,200.3,11894.299287410926,Furnished,14,15,8,3,Low,No,No,Garden,North,Broker,Under_Construction,0,24
175764,Uttarakhand,Haridwar,Locality_205,Villa,1,3530,483.51,13697.167138810199,Furnished,0,19,3,3,Low,No,Yes,Clubhouse,West,Broker,Under_Construction,0,31
28065,Madhya Pradesh,Indore,Locality_467,Apartment,2,4297,305.32,7105.422387712358,Furnished,4,1,3,4,High,No,Yes,"Garden, Clubhouse, Gym, Playground",West,Broker,Under_Construction,1,21
60768,Uttar Pradesh,Noida,Locality_469,Independent House,2,3386,141.2,4170.112226816302,Furnished,5,12,4,6,High,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Broker,Ready_to_Move,1,33
209894,Rajasthan,Jodhpur,Locality_369,Apartment,1,3772,422.0,11187.698833510074,Unfurnished,9,16,9,7,Low,No,Yes,Clubhouse,West,Builder,Ready_to_Move,0,32
158994,West Bengal,Durgapur,Locality_71,Apartment,1,4878,487.05,9984.624846248462,Furnished,9,8,8,9,Low,Yes,Yes,"Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,0,31
50308,West Bengal,Durgapur,Locality_460,Independent House,2,3598,159.62,4436.353529738743,Semi-furnished,9,4,1,9,High,No,Yes,"Pool, Garden",East,Broker,Under_Construction,1,31
155245,Telangana,Hyderabad,Locality_330,Villa,5,3478,63.31,1820.299022426682,Furnished,29,19,8,3,Medium,No,No,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,1,31
80077,Assam,Silchar,Locality_322,Villa,3,4544,336.82,7412.411971830986,Furnished,17,30,5,7,Low,No,Yes,"Gym, Garden",East,Broker,Under_Construction,1,15
79648,Andhra Pradesh,Vishakhapatnam,Locality_443,Apartment,2,1522,29.44,1934.2969776609725,Unfurnished,15,24,10,10,High,Yes,Yes,"Clubhouse, Pool, Playground, Garden",North,Owner,Under_Construction,1,29
193167,Uttar Pradesh,Lucknow,Locality_257,Independent House,3,3232,145.52,4502.475247524753,Unfurnished,15,1,2,8,High,No,Yes,"Pool, Playground",East,Owner,Under_Construction,1,5
208951,Punjab,Ludhiana,Locality_402,Independent House,2,2044,474.0,23189.82387475538,Furnished,29,1,8,2,Medium,No,No,"Playground, Gym, Pool, Clubhouse",South,Broker,Under_Construction,0,11
61608,Uttar Pradesh,Lucknow,Locality_292,Villa,5,1713,250.69,14634.559252772913,Furnished,20,28,9,1,Low,Yes,Yes,Gym,South,Builder,Ready_to_Move,0,5
235559,Telangana,Warangal,Locality_274,Villa,5,3488,427.35,12252.006880733945,Furnished,7,5,6,6,High,No,No,"Playground, Pool, Clubhouse",North,Broker,Ready_to_Move,0,3
136549,Uttarakhand,Haridwar,Locality_445,Apartment,1,2620,334.08,12751.145038167939,Semi-furnished,29,12,7,10,Medium,Yes,Yes,"Clubhouse, Gym, Pool",North,Broker,Ready_to_Move,0,34
81825,Kerala,Kochi,Locality_57,Apartment,1,4260,207.26,4865.258215962442,Furnished,27,11,1,4,High,Yes,No,"Playground, Garden",South,Broker,Under_Construction,1,7
230089,Tamil Nadu,Coimbatore,Locality_402,Apartment,3,4203,148.42,3531.2871758267897,Unfurnished,24,18,10,10,Low,No,Yes,"Garden, Gym, Pool, Playground, Clubhouse",North,Owner,Under_Construction,1,11
1544,Assam,Guwahati,Locality_51,Independent House,5,4707,117.57,2497.7692797960485,Semi-furnished,3,3,7,4,Low,No,Yes,Pool,North,Builder,Under_Construction,1,17
217629,Rajasthan,Jodhpur,Locality_406,Independent House,2,4983,354.24,7108.970499698977,Unfurnished,19,24,6,6,High,Yes,Yes,Clubhouse,South,Owner,Under_Construction,1,3
